transaction_id,originator_name,originator_country,originator_SIC,originator_NACE,beneficiary_name,beneficiary_country,beneficiary_SIC,beneficiary_NACE,amount,currency,pattern,date
abfb02d0-23e7-48b8-85d2-4e72595bc5b1,Green-Lambert,New Caledonia,6419,K64,Graves-Brown,Latvia,3020,C30,19295.34,USD,normal,2025-03-21
f98636c6-d478-4a02-8e13-d311ffcec2fc,"Willis, Snyder and Vega",Yemen,0111,A01,"Lee, Reyes and Taylor",Lao People's Democratic Republic,4920,H49,39904.67,USD,normal,2025-08-08
4186b86e-41b6-4da7-ac8d-52486c179f18,Warner and Sons,Andorra,6201,J62,Long-Patterson,Gambia,6201,J62,3411.45,USD,normal,2025-04-09
d17bf682-ff6b-45d3-815b-1aeec08ab290,Hawkins-Hernandez,Bhutan,6201,J62,"Johnson, Meyer and Mitchell",Myanmar,3020,C30,21944.84,USD,normal,2025-05-09
c22cf88b-cc5a-4521-9214-f90e62f94922,Brewer LLC,Singapore,6201,J62,"Diaz, Washington and Moore",North Korea,0111,A01,1595.47,USD,high-risk-country,2025-02-24
414c8166-072d-4a85-a9a5-3b852300d4d3,"Smith, Lopez and Rodriguez",Algeria,4920,H49,Davis-Middleton,Holy See (Vatican City State),6419,K64,9694.63,USD,layering,2025-03-23
e18f66b8-9d77-43c5-acb2-526af1c053fd,"Espinoza, Gordon and Herrera",United States of America,4711,G47,Bishop-Graham,Aruba,4711,G47,29809.52,USD,normal,2025-07-29
04a94443-babd-4eac-be3f-b946f5ac6d38,"Miranda, Brown and Smith",El Salvador,3511,D35,"Cline, Ruiz and Herrera",Iran,0111,A01,10695.58,USD,high-risk-country,2025-02-04
66cc07f6-66d9-4a23-b4ce-856e0e0faabc,Young-Mckay,Puerto Rico,0111,A01,Romero-Gordon,Singapore,6201,J62,2381.14,USD,normal,2025-03-11
e1871a0e-2e07-4bcd-b892-888bdb49eedb,"Miller, Brown and Riley",Japan,6419,K64,"Chavez, Rubio and Brock",Malta,6201,J62,39686.56,USD,normal,2025-07-15
312aa34f-2080-4111-bdf6-db6547bdd668,Brown-Fitzgerald,Solomon Islands,4711,G47,Greene-Beard,Guinea-Bissau,3020,C30,30635.91,USD,normal,2025-04-16
ebff1caf-ef0c-42ac-bd23-78855c616a14,Jenkins-Miller,Kazakhstan,0111,A01,Hicks-Watts,Namibia,0111,A01,18433.26,USD,normal,2025-08-11
aefdf6a0-7f51-4011-9460-5ba48e2f31e3,Barker-Morris,Vietnam,0111,A01,Barker-Morris,Fiji,6419,K64,30363.89,USD,same-owner,2025-03-01
97efa278-c767-44f4-9427-a9329e331752,Arellano Ltd,Marshall Islands,4711,G47,Brock and Sons,Israel,8622,Q86,3815.65,USD,normal,2025-07-27
8719f914-4ffb-4761-bf96-accf9ddb6d7b,"Hansen, Page and Mason",Uzbekistan,0111,A01,"Lane, Small and Gonzalez",Turks and Caicos Islands,8622,Q86,32518.24,USD,normal,2025-03-03
dcb1cfa9-8247-4af4-a8e3-b049930f55b5,Lewis PLC,Gibraltar,4920,H49,"Rice, Vega and Garcia",France,8622,Q86,9281.97,USD,layering,2025-03-23
51feb24c-ebc7-4244-8e68-6f6e3f358422,Morris-Murphy,Cyprus,6201,J62,Richardson-Davis,Mayotte,4920,H49,16933.97,USD,structuring,2025-07-01
4d13a559-47cd-40d2-b31b-f9764916c84d,Cooke PLC,Congo,8622,Q86,Williams-Alexander,Nicaragua,4920,H49,13442.36,USD,normal,2025-06-22
67e828df-e1de-4324-a825-e0f27299fe10,Bishop Ltd,Cameroon,8622,Q86,Bishop Ltd,Western Sahara,4920,H49,10378.68,USD,same-owner,2025-03-10
08e56f5f-248f-49c2-8ddf-d84603984add,Jordan Inc,Dominican Republic,6201,J62,Jordan Inc,Luxembourg,6201,J62,8061.5,USD,same-owner,2025-02-16
be19916f-e374-49cf-9767-db00b4a05ba2,"Cole, Hartman and Dixon",Martinique,8622,Q86,Burns-Russell,Poland,3511,D35,11287.97,USD,normal,2025-07-04
4fea96ac-4507-40a4-8e60-32bd213c0ae0,"Griffith, Mitchell and Miller",Northern Mariana Islands,3511,D35,Greene-Beard,Guinea-Bissau,3020,C30,5178.14,USD,normal,2025-04-17
8c25e172-ca90-431f-8726-c0f65a3079a2,Brown and Sons,Japan,0111,A01,Williams Group,Netherlands Antilles,3511,D35,5625.83,USD,normal,2025-02-07
ca04a6c4-6ba8-4a72-8493-4bdbec7b0215,Shaffer-Hartman,Jamaica,4711,G47,Johnson and Sons,Togo,0111,A01,47014.91,USD,normal,2025-01-17
09603892-405a-4621-988e-291fa7dd8b88,"Zamora, Butler and Parker",Falkland Islands (Malvinas),4711,G47,Faulkner Inc,Uzbekistan,0111,A01,2952.52,USD,normal,2025-08-10
e5c68181-2764-44f4-a00e-84c8efe596f5,Valdez-Stephens,Uganda,6419,K64,Hill-Moore,China,4920,H49,46866.77,USD,normal,2025-03-01
5d62d8a2-132a-44af-b6ad-2e8f74645e4a,Martin-Harvey,Jordan,4711,G47,Taylor and Sons,Suriname,3020,C30,48994.74,USD,normal,2025-07-07
135e22f6-80bc-4860-995b-2749d10ead39,"Gould, Wright and Harrell",Western Sahara,4920,H49,Mitchell-Medina,Puerto Rico,0111,A01,8446.67,USD,structuring,2025-07-03
80324247-ca99-4a8b-a816-f78c97719526,Gilmore PLC,Belize,8622,Q86,Ford PLC,Saint Vincent and the Grenadines,6419,K64,15155.28,USD,normal,2025-03-19
33835d8a-08ca-46be-8e93-108eb7869350,Thomas-Russell,Venezuela,6201,J62,"Larsen, Francis and Hernandez",Romania,4920,H49,22487.53,USD,structuring,2025-07-06
9710752a-d12f-4c50-a144-050b730d078e,Torres-Lopez,Honduras,0111,A01,Torres-Lopez,Suriname,3020,C30,8625.2,USD,same-owner,2025-03-30
b6dab433-ec62-49f3-b937-2eacdf777349,Ward Group,Armenia,6201,J62,Hawkins-Hernandez,Bhutan,6201,J62,25131.47,USD,normal,2025-07-15
dc25a502-b165-414f-975e-3c3e4b581f94,Hall Ltd,El Salvador,6419,K64,"Deleon, Lewis and Myers",Saint Helena,3511,D35,24213.6,USD,normal,2025-02-17
2c90eb86-6722-4e7c-be85-ebe51416b6ca,Bass-Bryan,Bahamas,4711,G47,Walton-Smith,Comoros,0111,A01,7898.51,USD,normal,2025-02-06
f77aef8f-28c2-4bed-b62c-fcb77d465445,Parsons-Edwards,New Caledonia,6201,J62,Hernandez Group,San Marino,6419,K64,22896.6,USD,normal,2025-04-23
96b47eeb-8859-49bf-b0ea-e11ba2153d0c,Gill Inc,Afghanistan,3020,C30,"Smith, Lopez and Rodriguez",Algeria,4920,H49,39873.59,USD,normal,2025-05-11
24447dca-a048-4ddc-8686-ef8587c92cfa,Graham-Hayes,Cameroon,6201,J62,"Edwards, Reid and Dickerson",Bhutan,4711,G47,49816.65,USD,normal,2025-03-24
f8fcd800-d276-4323-b52a-5a5736b60b3c,"Hughes, Thompson and Davis",Cambodia,6201,J62,"Lewis, Roberts and Jones",Guyana,6201,J62,29406.95,USD,normal,2025-06-10
e444603f-b6e8-427f-a405-12ee50852d9b,Bishop-Graham,Aruba,4711,G47,"Johnson, Church and Ingram",Latvia,4711,G47,22120.45,USD,normal,2025-07-18
e9b5fd04-218f-4e5c-8c63-0f92f6a50455,Norris-Myers,Sri Lanka,6419,K64,"Guzman, Russell and Harris",Malaysia,4920,H49,17950.15,USD,normal,2025-05-13
0945fab2-618f-4768-94a5-7785119240ba,Stewart-Hayden,French Guiana,0111,A01,Bass-Bryan,Bahamas,4711,G47,33581.58,USD,normal,2025-05-06
640adbfe-10a0-4871-a62f-6c2eeb950892,Guzman-Morrison,Mauritius,4920,H49,Stevenson-Keith,Aruba,3511,D35,297.81,USD,normal,2025-03-03
a9d1ffef-57f8-4a53-9bf2-f64780cf81c8,Jones Ltd,Albania,6419,K64,Jones Ltd,Solomon Islands,3511,D35,868.89,USD,same-owner,2025-03-17
9a0be01b-a012-4688-b78f-484fd0e287fb,"Wright, Wood and Yu",Marshall Islands,8622,Q86,Brown-Moore,Ghana,6201,J62,17030.65,USD,normal,2025-02-07
08f7aa59-d009-4901-8c2f-381cb0e7a66d,Guzman-Morrison,Mauritius,4920,H49,Duke LLC,Croatia,6419,K64,38058.99,USD,normal,2025-01-11
de929491-c3a0-4331-bc1e-f77074f075c9,"Hughes, Flores and Lopez",Saint Barthelemy,4920,H49,Curtis LLC,Korea,0111,A01,20195.81,USD,normal,2025-01-16
1c2f2dec-292f-4cbd-92c3-cd9a8b6829c1,Swanson PLC,Chad,6201,J62,Wang-Hill,Zimbabwe,0111,A01,38316.64,USD,normal,2025-02-14
9e990673-0969-43e0-b327-806ee2d62bf2,Barrera Inc,Peru,4920,H49,Lester Group,Philippines,0111,A01,22938.88,USD,normal,2025-03-21
86e00561-edae-425f-b4f2-65f4a51eca5a,Lester Group,Philippines,0111,A01,Vaughn PLC,Tunisia,4711,G47,39299.55,USD,normal,2025-06-27
5fae19b8-9fcd-4571-8dcd-0c85beedc790,Johnson Group,Moldova,6201,J62,Travis-Williams,Zambia,3511,D35,15015.9,USD,normal,2025-02-10
56df66ee-6dc1-4aea-b0e7-7a060ae4ebc3,Green-Bullock,Slovenia,3511,D35,Green-Bullock,Sao Tome and Principe,4711,G47,47815.77,USD,same-owner,2025-03-26
adb60660-5109-4908-9eb0-415f995692bc,"Guzman, Russell and Harris",Malaysia,4920,H49,Bishop Ltd,Cameroon,8622,Q86,13494.77,USD,normal,2025-05-30
b45a3f2c-65d3-4f1c-a4d4-2b275894496e,"Herrera, Davis and Alexander",Sri Lanka,4711,G47,Young PLC,Georgia,6419,K64,36630.6,USD,normal,2025-04-20
2db58db6-cdb8-422f-8104-3c2019926b4b,"Haney, Palmer and Young",New Zealand,0111,A01,"Haney, Palmer and Young",Fiji,6419,K64,37280.3,USD,same-owner,2025-07-19
05a2e538-4df4-49a2-9d59-fbbb90e4926d,"Murphy, Howard and French",Switzerland,4920,H49,Flores-Walker,Kenya,4920,H49,26358.21,USD,structuring,2025-05-15
6181037f-0885-4377-80f6-bed34157d4b7,Barr-Anderson,Palestinian Territory,6419,K64,Lopez-Miller,Burkina Faso,6419,K64,36961.1,USD,structuring,2025-06-20
d3298d19-e94f-4649-ae4b-53a4e8ff7bdc,"Griffith, Mitchell and Miller",Northern Mariana Islands,3511,D35,Shaw PLC,Western Sahara,6419,K64,9077.72,USD,layering,2025-01-26
aecc6656-1996-4517-b5d1-7cdf8d5b4b74,Williams PLC,Netherlands,4711,G47,Mullins Inc,Palau,8622,Q86,9420.28,USD,normal,2025-05-07
dd0a0f8b-7fc9-43c3-9b77-2365790efd68,"Webb, Dawson and Harris",Saudi Arabia,4920,H49,Miller PLC,Korea,6419,K64,6934.82,USD,normal,2025-08-10
1228075c-ed17-410a-b8fd-808860ef14e8,"Miller, Dixon and Barker",United Arab Emirates,6419,K64,"Nunez, Stevens and Guzman",Montenegro,6419,K64,9688.49,USD,layering,2025-02-15
a6a7ca4f-328c-422c-bac8-8c672ce04507,Schmidt Inc,French Southern Territories,4920,H49,Schmidt Inc,Saudi Arabia,6201,J62,10816.77,USD,same-owner,2025-07-20
f69c661f-7f84-4899-96ca-bd25921e4e96,"Delgado, Wagner and Perry",Senegal,6419,K64,Young-Mckay,Puerto Rico,0111,A01,19975.51,USD,normal,2025-08-02
16374f16-a7ae-45ef-a623-f5b753cb9f12,"Zamora, Butler and Parker",Falkland Islands (Malvinas),4711,G47,Tucker-Chapman,Belarus,0111,A01,24207.96,USD,normal,2025-04-28
cba794a4-91f1-4d03-a463-01e90f6e6592,Neal-Richardson,Myanmar,8622,Q86,"Graham, Alvarado and Berg",Angola,6201,J62,35456.24,USD,normal,2025-04-13
2fa60ecf-f07a-4f8e-9d82-7cdd5404f10f,Ware-Moore,Cuba,6201,J62,Rivera Group,Bhutan,3020,C30,41007.12,USD,normal,2025-06-14
28b90d4e-fc33-4ae9-8487-b041f1c77455,"Campbell, Lyons and Jordan",Niue,4920,H49,Barr-Anderson,Palestinian Territory,6419,K64,9427.73,USD,layering,2025-05-14
dea9b796-d303-47ea-a967-6d517e25e41e,"Campos, Martinez and Mitchell",Cape Verde,4920,H49,Olson Ltd,Nicaragua,3020,C30,9956.54,USD,normal,2025-06-21
5c31798b-5eb6-40fe-b873-d98a4a21fce6,Bass-Bryan,Bahamas,4711,G47,Scott Inc,Wallis and Futuna,6201,J62,44959.01,USD,normal,2025-08-10
cec99a7f-cb7d-4b64-b832-d796544dceee,"Bray, Schneider and Bolton",Belgium,8622,Q86,Stanton Ltd,Chile,8622,Q86,2279.84,USD,normal,2025-07-02
73857b2b-a22a-4c14-a4ef-6d7dbcda3b12,Jackson-Smith,Latvia,8622,Q86,"Turner, Spencer and Riggs",Peru,3020,C30,16836.81,USD,normal,2025-07-17
59f7414c-ab9d-477a-812f-15b88c5f37c6,Johnson-King,Saint Pierre and Miquelon,0111,A01,Williamson Inc,Madagascar,4920,H49,7565.72,USD,normal,2025-04-02
6fa32235-0416-4215-b10d-24914cf0a630,"Carter, Molina and Wagner",Finland,0111,A01,Golden and Sons,United Arab Emirates,3511,D35,12231.6,USD,normal,2025-02-17
703c911c-40f0-4ef4-a386-e7f88f3de7c7,Anderson-Baker,Gambia,3511,D35,Barrera Inc,Peru,4920,H49,25396.88,USD,normal,2025-06-21
58424a56-22d7-469d-82a2-04b81738fe57,Sherman Ltd,Tokelau,4711,G47,Curtis LLC,Korea,0111,A01,27299.06,USD,normal,2025-05-22
c1bebf0c-693c-4af6-82f4-9b7122ba0ae3,Mullins Inc,Palau,8622,Q86,Mullins Inc,Saudi Arabia,6201,J62,27876.22,USD,same-owner,2025-05-04
8f1231ad-17fb-4b40-9da7-d2301f062672,Green-Brooks,Kazakhstan,0111,A01,Lambert Inc,Guernsey,6201,J62,38820.79,USD,normal,2025-04-09
bfce5508-9810-4ea1-9c7b-aaa37c9357f1,Torres-Lopez,Honduras,0111,A01,Yang-Becker,North Korea,6419,K64,44566.8,USD,high-risk-country,2025-03-28
7f4d5657-e92a-462c-8051-b9bfb5209f4a,Ford PLC,Saint Vincent and the Grenadines,6419,K64,Ward Group,North Korea,6201,J62,31135.7,USD,high-risk-country,2025-01-22
aa5c461d-fbff-4583-9e22-5e7b61c34f4c,Payne-Hunter,Haiti,6201,J62,Harris Ltd,Syria,4920,H49,37073.8,USD,high-risk-country,2025-05-18
65101851-5229-4c21-b611-dc13dfcc1a65,Long-Patterson,Gambia,6201,J62,Marks-Gallagher,Austria,6419,K64,6698.25,USD,normal,2025-08-09
47a9dccf-0cdf-4859-99cc-ec3252282256,"Ayers, Dalton and Curtis",Hungary,4711,G47,Faulkner Inc,Uzbekistan,0111,A01,39090.12,USD,normal,2025-02-12
e1a8382b-952c-49ed-a190-36e8b2d2f40f,"Hayes, Clarke and Johnson",Azerbaijan,8622,Q86,Moon Group,Tunisia,6419,K64,31030.41,USD,normal,2025-06-12
9a44d18e-8663-4c69-8b07-f3e50f882e00,Harris-Howell,Saint Kitts and Nevis,6201,J62,Bass-Bryan,Bahamas,4711,G47,36214.05,USD,normal,2025-06-01
e997c197-3857-4530-b12e-0ddfe34c356a,Harrington LLC,Equatorial Guinea,4920,H49,Lozano Ltd,Slovenia,8622,Q86,13527.86,USD,normal,2025-02-26
ca1ea8b3-e5f5-4f31-a7bf-f94af01483e8,Harris Ltd,Djibouti,4920,H49,"Larsen, Francis and Hernandez",Romania,4920,H49,29524.91,USD,normal,2025-06-23
15f3ce3e-1575-4698-83aa-4a18db366b7b,Chambers Ltd,Cape Verde,4711,G47,Hunter PLC,Panama,3020,C30,29977.81,USD,normal,2025-07-26
d32d19f7-95db-40b7-8952-23d97e7bfebd,Ward Group,Armenia,6201,J62,"Brown, Lynch and Johnson",Ghana,0111,A01,22194.6,USD,normal,2025-06-02
b8980e24-e5a1-4f27-b786-493debf1a2fb,"Bishop, Bradley and Butler",Fiji,6419,K64,Hobbs-Foster,Spain,4920,H49,22470.79,USD,normal,2025-06-23
0d3c9ade-137a-4ab2-b8b0-822b19ce6a7a,Taylor Inc,Micronesia,3020,C30,Lambert Inc,Guernsey,6201,J62,8346.46,USD,normal,2025-06-18
b5ccdc52-2553-4414-b6f7-9663a6f6cf97,"Burns, Hamilton and Young",Belize,3511,D35,Rodriguez Ltd,Philippines,6419,K64,3162.85,USD,normal,2025-03-11
f0c4711e-5c93-43b2-80e3-5445d1cc68e6,Russell-Cooper,Iraq,0111,A01,Walton-Smith,Comoros,0111,A01,16636.78,USD,normal,2025-02-17
da3c2627-757d-41e8-a90b-2dbace252293,Thomas-Russell,Venezuela,6201,J62,Adams-Jones,Seychelles,0111,A01,18770.86,USD,normal,2025-07-02
ed962ea9-c72d-4b4f-8fea-de17022728a3,White-Davenport,Equatorial Guinea,3511,D35,Brown PLC,Bhutan,0111,A01,11672.58,USD,normal,2025-02-26
6be0b53c-11e7-450b-8025-f495ebbd5f2d,"Scott, Maldonado and Morrow",Lithuania,3020,C30,Larsen-Rogers,Timor-Leste,8622,Q86,9779.42,USD,layering,2025-03-04
0af88ebb-c8c3-430d-919e-db5997704d5d,Hawkins-Hernandez,Bhutan,6201,J62,"Martin, Turner and Pena",Peru,3511,D35,48869.66,USD,normal,2025-02-11
809cd123-32f3-4e0d-9ad1-51443f0c8e72,"Hughes, Thompson and Davis",Cambodia,6201,J62,"Smith, York and Hernandez",Georgia,6201,J62,20615.42,USD,normal,2025-03-26
059fa527-862f-4b24-878e-bdf55b5e6fb3,Scott LLC,Faroe Islands,3020,C30,Jefferson-Warren,Jersey,3020,C30,11735.19,USD,normal,2025-06-27
5b6120ee-217b-430b-8478-014d75a97947,"Shannon, Jensen and Pearson",Luxembourg,8622,Q86,"Cervantes, Gaines and Briggs",Ethiopia,0111,A01,25307.31,USD,normal,2025-02-16
8ab2a3ab-49cf-4df9-bd29-04be249d3455,"Turner, Spencer and Riggs",Peru,3020,C30,"Proctor, Stevens and Collier",Venezuela,3511,D35,9263.96,USD,layering,2025-04-21
648a300f-d406-471a-b6ae-22145f2c97e3,"Smith, York and Hernandez",Georgia,6201,J62,"Wright, Wood and Yu",Marshall Islands,8622,Q86,47314.01,USD,structuring,2025-06-01
b7f13eef-8ac0-4c32-a5ce-b8706a99e6f8,Powell-Perez,Barbados,3020,C30,Combs Ltd,Slovakia (Slovak Republic),4711,G47,19942.11,USD,normal,2025-05-11
2e263951-97c7-48d1-9939-21bf77761031,Patterson-Guerrero,Antigua and Barbuda,8622,Q86,"Boyer, Hernandez and Matthews",Lao People's Democratic Republic,6201,J62,40146.58,USD,normal,2025-06-28
36226857-026a-4b98-9bb7-098751f04dc3,Russell-Cooper,Iraq,0111,A01,"Pham, Watson and Jackson",Armenia,3511,D35,41024.93,USD,normal,2025-05-01
bbe42930-dea6-4ec9-81c4-36a0a1445710,"Martinez, Peters and Rodriguez",Saint Helena,6419,K64,Golden and Sons,United Arab Emirates,3511,D35,7193.24,USD,normal,2025-05-24
183029e1-663e-4e89-a332-6b8a7938e6d1,Butler-Anderson,Guinea-Bissau,4920,H49,Butler-Anderson,New Zealand,0111,A01,11945.21,USD,same-owner,2025-01-07
612e180b-71d3-410c-8ace-38533eb538b9,Gross Group,Zimbabwe,3020,C30,Ramsey Ltd,Mali,6201,J62,39093.36,USD,normal,2025-07-15
a939f87e-dceb-4ca4-b21a-c6751000ade9,Lopez-Miller,Burkina Faso,6419,K64,Madden-Keller,Gabon,3020,C30,14969.98,USD,normal,2025-01-25
fe584264-c70c-44ff-b5ba-a2be60b80f03,Barrett Group,Saint Helena,4920,H49,"Fletcher, Casey and Barber",Svalbard & Jan Mayen Islands,8622,Q86,41806.0,USD,structuring,2025-03-27
be31a8de-299f-4b63-9a2c-9e000c77fd84,Romero-Gordon,Singapore,6201,J62,Romero-Gordon,Spain,0111,A01,28654.39,USD,same-owner,2025-07-04
a9818931-5955-472f-85d8-7b8b6556e8bc,Parrish-Smith,China,6419,K64,Green-Lambert,New Caledonia,6419,K64,25392.36,USD,normal,2025-07-08
46931cc8-d719-4812-b51c-1f0cfaabc382,"Lewis, Roberts and Jones",Guyana,6201,J62,Schmidt Inc,French Southern Territories,4920,H49,29300.11,USD,normal,2025-02-15
576e37e5-1e56-456b-b603-b3dca2a635f7,Romero Group,Tanzania,8622,Q86,Harris Ltd,Syria,6201,J62,48189.42,USD,high-risk-country,2025-02-17
2dede27d-5938-4f28-8ad9-0e7904c447a8,Bishop Ltd,Cameroon,8622,Q86,Goodman PLC,Kazakhstan,8622,Q86,7908.88,USD,normal,2025-03-30
23d45948-5044-40c7-b767-61f651141acd,"Medina, Boyd and Fox",Botswana,6201,J62,"Wong, Martinez and Welch",Central African Republic,8622,Q86,34847.36,USD,normal,2025-03-26
1957ea28-553d-414a-9af2-9513ddedae09,Barry-Charles,Nicaragua,4920,H49,Curtis LLC,Korea,0111,A01,27275.21,USD,normal,2025-07-16
3c750d01-9ec8-412f-86a9-928aad2bc32f,"Larsen, Francis and Hernandez",Romania,4920,H49,Faulkner Inc,Uzbekistan,0111,A01,45364.21,USD,normal,2025-01-22
b5fbe9fa-4d14-4a53-aa5d-55b60c7202d7,Parsons-Edwards,New Caledonia,6201,J62,Mcintyre-Williams,Australia,8622,Q86,37526.74,USD,normal,2025-07-10
3f3d9b80-b4e7-45d0-bee3-18d8fb357ce7,"Warner, Crawford and Smith",Bangladesh,0111,A01,Combs Ltd,Slovakia (Slovak Republic),4711,G47,44776.79,USD,normal,2025-07-14
6582f2e8-e7fb-4342-a42a-4d5fc195137b,"Wilcox, Thompson and Williams",Nigeria,6419,K64,"Pacheco, Mejia and Thompson",Korea,3511,D35,22230.49,USD,normal,2025-06-22
c2a2cc70-5549-42ad-8d8a-d4985a1468d3,Sanchez and Sons,Cape Verde,3511,D35,Sanchez and Sons,Western Sahara,0111,A01,39757.56,USD,same-owner,2025-01-10
ee7a47e0-8d48-469b-b25d-662fe069ff17,Hickman Ltd,Jordan,6201,J62,Romero Group,Tanzania,8622,Q86,3161.56,USD,normal,2025-05-06
437c9cf2-decb-4b96-9cff-ed0855d31d20,"Rowe, Alexander and Estes",France,0111,A01,Fuller-Dawson,Bulgaria,6201,J62,9302.6,USD,normal,2025-05-15
eb2df004-11b2-4815-9db0-c881327830d0,Yang-Becker,Northern Mariana Islands,6419,K64,Madden-Keller,Gabon,3020,C30,1413.98,USD,normal,2025-07-18
99857e3d-197a-4604-b1fd-cb10c7813ae0,"Bennett, Castillo and Miller",Latvia,4711,G47,"Armstrong, Adams and Hill",Pitcairn Islands,8622,Q86,17053.15,USD,normal,2025-01-20
43d5e578-8698-4082-90db-935d1633a511,"Caldwell, Jackson and Gonzalez",Taiwan,4711,G47,Meza-Short,El Salvador,4920,H49,47241.06,USD,normal,2025-05-07
e874bb9f-01cc-4be7-8b1b-a702aa5c944c,"Hayes, Beck and Wilson",Luxembourg,4711,G47,"Scott, Maldonado and Morrow",Lithuania,3020,C30,13940.86,USD,normal,2025-02-04
535ceaba-7b44-42e4-b756-871451a4155c,"May, Mendez and Navarro",British Virgin Islands,3020,C30,"Costa, Ferguson and Brady",Bolivia,4711,G47,22686.63,USD,normal,2025-03-31
48aee40c-5b97-4bd9-a496-411dce3cf9dd,Jackson and Sons,Luxembourg,6201,J62,"Ayers, Dalton and Curtis",Hungary,4711,G47,45287.2,USD,normal,2025-07-13
5250360d-9ba3-442c-8072-1805b55c7b8e,Rodriguez Ltd,Finland,6419,K64,Wilson-Lewis,Colombia,4711,G47,21466.62,USD,normal,2025-07-29
c467468b-a763-46f0-92cc-11d39761de43,Lambert Inc,Guernsey,6201,J62,Lambert Inc,Finland,0111,A01,49205.47,USD,same-owner,2025-02-01
a136fb5e-dbb2-4abf-b517-649e95053845,Mcdonald Group,Western Sahara,4711,G47,"Bray, Schneider and Bolton",Belgium,8622,Q86,21173.0,USD,normal,2025-06-01
1754d651-e6ec-4673-b0fb-71b588d687fa,"Nelson, Vaughan and Cortez",Slovakia (Slovak Republic),3511,D35,Young PLC,Georgia,6419,K64,9578.02,USD,layering,2025-04-20
bc73e08c-3846-4f7b-a648-400c991db31e,Scott LLC,Faroe Islands,3020,C30,Williams-Alexander,Nicaragua,4920,H49,9611.68,USD,layering,2025-02-12
0e32a42c-6a2d-48be-9eba-456029691701,Mayer-Arnold,Poland,4920,H49,Davis LLC,Andorra,4920,H49,48791.21,USD,normal,2025-01-14
cde9c436-0895-43e5-8409-7ed0383be422,Fisher and Sons,San Marino,3020,C30,Vasquez-Glover,Guatemala,4711,G47,45814.3,USD,normal,2025-03-17
0fbed6e9-5687-40a1-9ee2-a373a5e6ff4b,"Cline, Ruiz and Herrera",Poland,0111,A01,"Shannon, Jensen and Pearson",Luxembourg,8622,Q86,15244.62,USD,normal,2025-03-19
8bec2441-205c-4fc8-81ac-550d5f42bcdf,Clark-Guzman,Mayotte,6201,J62,"Ramirez, Levine and Norton",Tokelau,6201,J62,9542.52,USD,normal,2025-07-25
3a232ee3-47b1-4f33-9975-971e095719c5,Dudley-Ingram,Burundi,8622,Q86,Monroe-Harris,Gambia,3511,D35,19499.82,USD,normal,2025-02-06
580f0dd0-26fa-4bb3-9b24-d50e5106517b,"Rowe, Alexander and Estes",France,0111,A01,Rose-Gould,Saudi Arabia,6201,J62,20413.56,USD,normal,2025-02-17
d06aecc1-1a8d-4cf4-98da-d45bae51fd2f,Gonzalez-Wyatt,Oman,3511,D35,Fisher PLC,Montenegro,4711,G47,42131.72,USD,normal,2025-04-25
b512c597-e7a2-4854-8cb9-0b6c8a913199,Frank-Sanders,Equatorial Guinea,6201,J62,Garcia PLC,Australia,6201,J62,26260.94,USD,normal,2025-08-01
81ca4087-835a-4110-995d-4d0c176ff802,Jones-Bell,Kazakhstan,3020,C30,"Woodard, Brown and Mckinney",Botswana,8622,Q86,5439.92,USD,normal,2025-04-11
be84b0fb-6dee-458e-8507-5976223819bc,"Zamora, Butler and Parker",Falkland Islands (Malvinas),4711,G47,Barker-Morris,Vietnam,0111,A01,31265.99,USD,normal,2025-05-04
4677b88b-2dec-4f95-811e-51f4cccc5b6e,Moses Group,Bahrain,4711,G47,Johnson-King,Saint Pierre and Miquelon,0111,A01,9645.0,USD,layering,2025-07-14
c17e6653-c867-493c-ab39-bf5fd3e97787,"Larsen, Francis and Hernandez",Romania,4920,H49,Rodriguez Ltd,Finland,6419,K64,24064.55,USD,normal,2025-01-07
e291afac-5372-401a-9e43-fb5f1efc989e,Walsh Ltd,Barbados,6201,J62,"Suarez, Hogan and Moore",Belarus,3020,C30,2997.96,USD,normal,2025-03-12
b0325867-b865-4ebe-9ef0-5f5a12f24ed6,Valdez-Stephens,Uganda,6419,K64,"Johnson, Church and Ingram",Latvia,4711,G47,18146.0,USD,normal,2025-03-01
9fe9e83d-9b07-4165-93ab-94ed15380539,"Campbell, Lyons and Jordan",Niue,4920,H49,Reed-Reid,Bolivia,4920,H49,18884.19,USD,normal,2025-04-20
47dcd43c-8bb6-499b-a6e4-c34c710e1d4b,Rivera Group,Bhutan,3020,C30,Fisher-Miller,Namibia,6419,K64,21229.91,USD,normal,2025-07-02
ac37cd59-5581-45a6-81b9-56684072e074,"Cervantes, Gaines and Briggs",Ethiopia,0111,A01,"Wong, Martinez and Welch",Central African Republic,8622,Q86,37763.63,USD,normal,2025-02-10
56a12a42-cb11-4d8f-86bb-b381ed054c4e,Yang-Becker,Northern Mariana Islands,6419,K64,"Rowe, Alexander and Estes",France,0111,A01,25472.21,USD,normal,2025-02-04
fd79eceb-59b2-41fa-b28b-3694f2e83ae8,"Pham, Watson and Jackson",Armenia,3511,D35,Anderson-Baker,Iran,3511,D35,21508.83,USD,high-risk-country,2025-03-07
